Customer ID,Age,Age_Bucket,Gender,Item Purchased,Category,Purchase Amount (USD),Bucketed Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1135,62,55 - 70,Male,T-shirt,Clothing,81,High Spend ? 80–100,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,2,Venmo,Quarterly
1136,65,55 - 70,Male,Skirt,Clothing,90,High Spend ? 80–100,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly
1137,23,18 - 25,Male,Handbag,Accessories,83,High Spend ? 80–100,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,37,Cash,Monthly
1138,46,44 - 54,Male,Shirt,Clothing,91,High Spend ? 80–100,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly
1139,18,18 - 25,Male,Pants,Clothing,36,Low Spend ? 20–39,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,32,Venmo,Fortnightly
1140,58,55 - 70,Male,Coat,Outerwear,53, Medium-Low Spend ? 40–59 ,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42,Debit Card,Fortnightly
1141,31,25 - 34,Male,Jeans,Clothing,39,Low Spend ? 20–39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
1142,39,35 - 44,Male,Gloves,Accessories,33,Low Spend ? 20–39,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23,PayPal,Fortnightly
1143,69,55 - 70,Male,T-shirt,Clothing,76,Medium-High Spend ? 60–79 ,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,27,Venmo,Fortnightly
1144,68,55 - 70,Male,Boots,Footwear,23,Low Spend ? 20–39,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,43,PayPal,Quarterly
1145,41,35 - 44,Male,Jeans,Clothing,54, Medium-Low Spend ? 40–59 ,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly
1146,31,25 - 34,Male,Sneakers,Footwear,89,High Spend ? 80–100,Nevada,L,Pink,Summer,3,No,Express,Yes,Yes,30,Cash,Quarterly
1147,48,44 - 54,Male,Sneakers,Footwear,38,Low Spend ? 20–39,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly
1148,59,55 - 70,Male,Hat,Accessories,36,Low Spend ? 20–39,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Annually
1149,34,25 - 34,Male,Pants,Clothing,66,Medium-High Spend ? 60–79 ,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,Yes,10,PayPal,Fortnightly
1150,21,18 - 25,Male,Jewelry,Accessories,42, Medium-Low Spend ? 40–59 ,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,40,Venmo,Annually
1151,29,25 - 34,Male,Jewelry,Accessories,36,Low Spend ? 20–39,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,50,Venmo,Fortnightly
1152,41,35 - 44,Male,Blouse,Clothing,86,High Spend ? 80–100,Ohio,M,Gray,Spring,4.2,No,Express,Yes,Yes,24,Credit Card,Weekly
1153,62,55 - 70,Male,Handbag,Accessories,49, Medium-Low Spend ? 40–59 ,Connecticut,M,Gold,Fall,4,No,Standard,Yes,Yes,8,PayPal,Quarterly
1154,27,25 - 34,Male,Shirt,Clothing,41, Medium-Low Spend ? 40–59 ,Idaho,M,Pink,Summer,4,No,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly
1155,49,44 - 54,Male,Dress,Clothing,82,High Spend ? 80–100,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,44,Credit Card,Fortnightly
1156,67,55 - 70,Male,T-shirt,Clothing,53, Medium-Low Spend ? 40–59 ,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,47,PayPal,Quarterly
1157,20,18 - 25,Male,Shoes,Footwear,21,Low Spend ? 20–39,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Quarterly
1158,37,35 - 44,Male,Belt,Accessories,66,Medium-High Spend ? 60–79 ,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,11,Cash,Quarterly
1159,69,55 - 70,Male,Belt,Accessories,89,High Spend ? 80–100,Nevada,L,Orange,Summer,4,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually
1160,66,55 - 70,Male,Handbag,Accessories,55, Medium-Low Spend ? 40–59 ,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,46,Venmo,Quarterly
1161,37,35 - 44,Male,Scarf,Accessories,42, Medium-Low Spend ? 40–59 ,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,9,Venmo,Fortnightly
1162,63,55 - 70,Male,Shorts,Clothing,52, Medium-Low Spend ? 40–59 ,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Monthly
1163,47,44 - 54,Male,Sandals,Footwear,92,High Spend ? 80–100,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,13,PayPal,Weekly
1164,26,25 - 34,Male,Pants,Clothing,56, Medium-Low Spend ? 40–59 ,Tennessee,L,White,Summer,3,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly
1165,68,55 - 70,Male,Dress,Clothing,96,High Spend ? 80–100,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly
1166,51,44 - 54,Male,T-shirt,Clothing,64,Medium-High Spend ? 60–79 ,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Quarterly
1167,48,44 - 54,Male,Dress,Clothing,48, Medium-Low Spend ? 40–59 ,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly
1168,60,55 - 70,Male,Socks,Clothing,83,High Spend ? 80–100,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly
1169,68,55 - 70,Male,Scarf,Accessories,91,High Spend ? 80–100,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly
1170,25,18 - 25,Male,Backpack,Accessories,94,High Spend ? 80–100,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually
1171,57,55 - 70,Male,Skirt,Clothing,62,Medium-High Spend ? 60–79 ,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33,Cash,Fortnightly
1172,41,35 - 44,Male,Socks,Clothing,55, Medium-Low Spend ? 40–59 ,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually
1173,59,55 - 70,Male,Coat,Outerwear,68,Medium-High Spend ? 60–79 ,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Fortnightly
1174,44,35 - 44,Male,Jewelry,Accessories,76,Medium-High Spend ? 60–79 ,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,42,Cash,Fortnightly
1175,42,35 - 44,Male,Backpack,Accessories,31,Low Spend ? 20–39,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Fortnightly
1176,35,35 - 44,Male,Belt,Accessories,81,High Spend ? 80–100,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly
1177,36,35 - 44,Male,Dress,Clothing,83,High Spend ? 80–100,Oregon,M,Red,Winter,4.6,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly
1178,54,44 - 54,Male,Skirt,Clothing,21,Low Spend ? 20–39,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly
1179,37,35 - 44,Male,Dress,Clothing,22,Low Spend ? 20–39,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually
1180,20,18 - 25,Male,T-shirt,Clothing,33,Low Spend ? 20–39,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually
1181,23,18 - 25,Male,Skirt,Clothing,23,Low Spend ? 20–39,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly
1182,61,55 - 70,Male,Shorts,Clothing,96,High Spend ? 80–100,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly
1183,37,35 - 44,Male,Jewelry,Accessories,21,Low Spend ? 20–39,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly
1184,23,18 - 25,Male,Pants,Clothing,39,Low Spend ? 20–39,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly
1185,63,55 - 70,Male,Belt,Accessories,73,Medium-High Spend ? 60–79 ,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually
1186,47,44 - 54,Male,Jeans,Clothing,64,Medium-High Spend ? 60–79 ,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly
1187,63,55 - 70,Male,Jeans,Clothing,68,Medium-High Spend ? 60–79 ,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually
1188,56,55 - 70,Male,Hat,Accessories,89,High Spend ? 80–100,Iowa,L,Maroon,Fall,3,No,Express,Yes,Yes,37,Credit Card,Quarterly
1189,68,55 - 70,Male,Blouse,Clothing,29,Low Spend ? 20–39,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly
1190,64,55 - 70,Male,Shirt,Clothing,97,High Spend ? 80–100,Arkansas,XL,Teal,Summer,4.9,No,Free Shipping,Yes,Yes,28,Debit Card,Annually
1191,62,55 - 70,Male,Shirt,Clothing,45, Medium-Low Spend ? 40–59 ,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly
1192,34,25 - 34,Male,T-shirt,Clothing,70,Medium-High Spend ? 60–79 ,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly
1193,49,44 - 54,Male,Coat,Outerwear,56, Medium-Low Spend ? 40–59 ,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
1194,40,35 - 44,Male,Jacket,Outerwear,55, Medium-Low Spend ? 40–59 ,Alaska,L,Pink,Fall,5,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly
1195,50,44 - 54,Male,Hoodie,Clothing,46, Medium-Low Spend ? 40–59 ,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly
1196,25,18 - 25,Male,Scarf,Accessories,95,High Spend ? 80–100,Texas,M,White,Winter,4,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
1197,30,25 - 34,Male,Belt,Accessories,88,High Spend ? 80–100,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Fortnightly
1198,54,44 - 54,Male,Sneakers,Footwear,92,High Spend ? 80–100,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually
1199,40,35 - 44,Male,Socks,Clothing,49, Medium-Low Spend ? 40–59 ,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually
1200,49,44 - 54,Male,Sandals,Footwear,89,High Spend ? 80–100,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1201,27,25 - 34,Male,Coat,Outerwear,22,Low Spend ? 20–39,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly
1202,27,25 - 34,Male,Shoes,Footwear,61,Medium-High Spend ? 60–79 ,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly
1203,48,44 - 54,Male,Scarf,Accessories,29,Low Spend ? 20–39,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Quarterly
1204,40,35 - 44,Male,Sneakers,Footwear,82,High Spend ? 80–100,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
1205,67,55 - 70,Male,Belt,Accessories,94,High Spend ? 80–100,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Quarterly
1206,52,44 - 54,Male,Handbag,Accessories,99,High Spend ? 80–100,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly
1207,22,18 - 25,Male,Handbag,Accessories,59, Medium-Low Spend ? 40–59 ,Mississippi,S,Cyan,Fall,3,No,Free Shipping,Yes,Yes,16,Venmo,Quarterly
1208,62,55 - 70,Male,Boots,Footwear,90,High Spend ? 80–100,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Quarterly
1209,20,18 - 25,Male,Boots,Footwear,100,High Spend ? 80–100,Wisconsin,S,Red,Winter,2.9,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually
1210,41,35 - 44,Male,Pants,Clothing,62,Medium-High Spend ? 60–79 ,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
1211,34,25 - 34,Male,Sunglasses,Accessories,78,Medium-High Spend ? 60–79 ,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly
1212,23,18 - 25,Male,Hoodie,Clothing,94,High Spend ? 80–100,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Quarterly
1213,32,25 - 34,Male,Shoes,Footwear,74,Medium-High Spend ? 60–79 ,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly
1214,68,55 - 70,Male,Handbag,Accessories,52, Medium-Low Spend ? 40–59 ,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Quarterly
1215,30,25 - 34,Male,Jacket,Outerwear,81,High Spend ? 80–100,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Quarterly
1216,66,55 - 70,Male,Blouse,Clothing,20,Low Spend ? 20–39,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Quarterly
1217,62,55 - 70,Male,Pants,Clothing,32,Low Spend ? 20–39,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly
1218,50,44 - 54,Male,Boots,Footwear,63,Medium-High Spend ? 60–79 ,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Quarterly
1219,55,55 - 70,Male,Boots,Footwear,79,Medium-High Spend ? 60–79 ,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Quarterly
1220,19,18 - 25,Male,Sweater,Clothing,23,Low Spend ? 20–39,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Fortnightly
1221,67,55 - 70,Male,Gloves,Accessories,64,Medium-High Spend ? 60–79 ,Kentucky,M,Green,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly
1222,18,18 - 25,Male,Socks,Clothing,69,Medium-High Spend ? 60–79 ,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly
1223,58,55 - 70,Male,Jeans,Clothing,69,Medium-High Spend ? 60–79 ,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually
1224,69,55 - 70,Male,Pants,Clothing,24,Low Spend ? 20–39,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly
1225,62,55 - 70,Male,Shorts,Clothing,50, Medium-Low Spend ? 40–59 ,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly
1226,28,25 - 34,Male,Gloves,Accessories,97,High Spend ? 80–100,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly
1227,53,44 - 54,Male,Sandals,Footwear,91,High Spend ? 80–100,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Fortnightly
1228,27,25 - 34,Male,Blouse,Clothing,37,Low Spend ? 20–39,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Fortnightly
1229,55,55 - 70,Male,Jacket,Outerwear,55, Medium-Low Spend ? 40–59 ,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually
1230,34,25 - 34,Male,Jewelry,Accessories,52, Medium-Low Spend ? 40–59 ,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually
1231,25,18 - 25,Male,Hat,Accessories,80,High Spend ? 80–100,Illinois,L,Brown,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly
1232,66,55 - 70,Male,Socks,Clothing,79,Medium-High Spend ? 60–79 ,Pennsylvania,M,Gold,Spring,4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly
1233,57,55 - 70,Male,Handbag,Accessories,23,Low Spend ? 20–39,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
1234,46,44 - 54,Male,Pants,Clothing,73,Medium-High Spend ? 60–79 ,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Quarterly
1235,38,35 - 44,Male,Gloves,Accessories,99,High Spend ? 80–100,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
1236,23,18 - 25,Male,Sweater,Clothing,22,Low Spend ? 20–39,Idaho,M,Red,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Quarterly
1237,42,35 - 44,Male,Hat,Accessories,68,Medium-High Spend ? 60–79 ,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Quarterly
1238,25,18 - 25,Male,Dress,Clothing,92,High Spend ? 80–100,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly
1239,55,55 - 70,Male,Pants,Clothing,77,Medium-High Spend ? 60–79 ,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly
1240,62,55 - 70,Male,Coat,Outerwear,37,Low Spend ? 20–39,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Quarterly
1241,41,35 - 44,Male,Scarf,Accessories,79,Medium-High Spend ? 60–79 ,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually
1242,58,55 - 70,Male,Hoodie,Clothing,51, Medium-Low Spend ? 40–59 ,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly
1243,56,55 - 70,Male,Socks,Clothing,27,Low Spend ? 20–39,Nevada,M,Lavender,Summer,4,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly
1244,25,18 - 25,Male,Blouse,Clothing,23,Low Spend ? 20–39,New Hampshire,S,Pink,Spring,3,No,Store Pickup,Yes,Yes,22,Debit Card,Annually
1245,70,55 - 70,Male,Socks,Clothing,76,Medium-High Spend ? 60–79 ,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly
1246,42,35 - 44,Male,Dress,Clothing,31,Low Spend ? 20–39,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
1247,27,25 - 34,Male,Hoodie,Clothing,60,Medium-High Spend ? 60–79 ,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly
1248,65,55 - 70,Male,T-shirt,Clothing,99,High Spend ? 80–100,Virginia,M,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Fortnightly
1249,62,55 - 70,Male,Hat,Accessories,37,Low Spend ? 20–39,Wisconsin,XL,Red,Winter,3,No,Free Shipping,Yes,Yes,8,Credit Card,Annually
1250,62,55 - 70,Male,Boots,Footwear,50, Medium-Low Spend ? 40–59 ,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly
1251,52,44 - 54,Male,Jeans,Clothing,26,Low Spend ? 20–39,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly
1252,56,55 - 70,Male,Shorts,Clothing,86,High Spend ? 80–100,Indiana,XL,Orange,Spring,5,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly
1253,28,25 - 34,Male,Sandals,Footwear,41, Medium-Low Spend ? 40–59 ,Massachusetts,L,Magenta,Fall,4,No,Standard,Yes,Yes,8,Cash,Quarterly
1254,39,35 - 44,Male,Sandals,Footwear,23,Low Spend ? 20–39,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually
1255,54,44 - 54,Male,Sneakers,Footwear,56, Medium-Low Spend ? 40–59 ,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Fortnightly
1256,30,25 - 34,Male,Hat,Accessories,68,Medium-High Spend ? 60–79 ,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly
1257,45,44 - 54,Male,Coat,Outerwear,48, Medium-Low Spend ? 40–59 ,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly
1258,68,55 - 70,Male,Dress,Clothing,67,Medium-High Spend ? 60–79 ,Minnesota,L,Gold,Spring,3,No,Free Shipping,Yes,Yes,31,Cash,Quarterly
1259,47,44 - 54,Male,Boots,Footwear,87,High Spend ? 80–100,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Quarterly
1260,68,55 - 70,Male,Skirt,Clothing,64,Medium-High Spend ? 60–79 ,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly
1261,63,55 - 70,Male,Shirt,Clothing,93,High Spend ? 80–100,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly
1262,20,18 - 25,Male,Shirt,Clothing,29,Low Spend ? 20–39,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly
1263,29,25 - 34,Male,Boots,Footwear,62,Medium-High Spend ? 60–79 ,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly
1264,41,35 - 44,Male,Hoodie,Clothing,70,Medium-High Spend ? 60–79 ,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly
1265,52,44 - 54,Male,Sweater,Clothing,92,High Spend ? 80–100,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Fortnightly
1266,32,25 - 34,Male,Shirt,Clothing,79,Medium-High Spend ? 60–79 ,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly
1267,20,18 - 25,Male,Blouse,Clothing,31,Low Spend ? 20–39,North Dakota,M,Peach,Fall,4,No,Standard,Yes,Yes,14,Debit Card,Quarterly
1268,47,44 - 54,Male,T-shirt,Clothing,83,High Spend ? 80–100,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly
1269,23,18 - 25,Male,Jacket,Outerwear,88,High Spend ? 80–100,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Fortnightly
1270,43,35 - 44,Male,Jewelry,Accessories,53, Medium-Low Spend ? 40–59 ,Vermont,M,Lavender,Spring,3,No,Standard,Yes,Yes,47,PayPal,Quarterly
1271,67,55 - 70,Male,Hoodie,Clothing,98,High Spend ? 80–100,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually
1272,70,55 - 70,Male,Jewelry,Accessories,57, Medium-Low Spend ? 40–59 ,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually
1273,35,35 - 44,Male,Sandals,Footwear,80,High Spend ? 80–100,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly
1274,41,35 - 44,Male,Jeans,Clothing,29,Low Spend ? 20–39,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Quarterly
1275,54,44 - 54,Male,Hat,Accessories,73,Medium-High Spend ? 60–79 ,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly
1276,55,55 - 70,Male,Sweater,Clothing,32,Low Spend ? 20–39,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly
1277,51,44 - 54,Male,Boots,Footwear,68,Medium-High Spend ? 60–79 ,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly
1278,19,18 - 25,Male,Blouse,Clothing,97,High Spend ? 80–100,Rhode Island,L,Green,Spring,5,No,Express,Yes,Yes,5,Venmo,Quarterly
1279,28,25 - 34,Male,Shorts,Clothing,98,High Spend ? 80–100,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly
1280,63,55 - 70,Male,Hoodie,Clothing,56, Medium-Low Spend ? 40–59 ,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually
1281,30,25 - 34,Male,Pants,Clothing,78,Medium-High Spend ? 60–79 ,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Quarterly
1282,29,25 - 34,Male,Belt,Accessories,81,High Spend ? 80–100,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Fortnightly
1283,24,18 - 25,Male,Shirt,Clothing,68,Medium-High Spend ? 60–79 ,New Hampshire,L,Violet,Winter,3,No,Free Shipping,Yes,Yes,20,Venmo,Monthly
1284,69,55 - 70,Male,Shirt,Clothing,94,High Spend ? 80–100,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Quarterly
1285,65,55 - 70,Male,Dress,Clothing,93,High Spend ? 80–100,Arkansas,M,Black,Spring,3.9,No,Express,Yes,Yes,38,PayPal,Fortnightly
1286,64,55 - 70,Male,Gloves,Accessories,99,High Spend ? 80–100,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1287,40,35 - 44,Male,Gloves,Accessories,49, Medium-Low Spend ? 40–59 ,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly
1288,24,18 - 25,Male,Jeans,Clothing,28,Low Spend ? 20–39,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,Yes,20,PayPal,Monthly
1289,66,55 - 70,Male,Belt,Accessories,93,High Spend ? 80–100,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,Yes,34,PayPal,Fortnightly
